id,delivery_id,product_id,warehouse_id,ordered_quantity,fact_quantity,created_at
34ca221f-4f76-40d7-8a11-8abfef40f150_DI_03665e,34ca221f-4f76-40d7-8a11-8abfef40f150_D,c6122101-3ba2-4257-87ab-6a031c1c952b,1c21be0f-7a41-4fd2-98f6-829a3308a50a,14,14,2025-01-13T14:00:00+00:00
34ca221f-4f76-40d7-8a11-8abfef40f150_DI_78060d,34ca221f-4f76-40d7-8a11-8abfef40f150_D,b01660b1-c1be-48df-a422-4d735ad77681,1c21be0f-7a41-4fd2-98f6-829a3308a50a,16,15,2025-01-13T14:00:00+00:00
34ca221f-4f76-40d7-8a11-8abfef40f150_DI_d77063,34ca221f-4f76-40d7-8a11-8abfef40f150_D,e626e23a-8a14-4e3a-a274-8985afc84b7b,1c21be0f-7a41-4fd2-98f6-829a3308a50a,24,22,2025-01-13T14:00:00+00:00
34ca221f-4f76-40d7-8a11-8abfef40f150_DI_955056,34ca221f-4f76-40d7-8a11-8abfef40f150_D,1cd3add8-961f-4117-8e10-b56e63ad93da,1c21be0f-7a41-4fd2-98f6-829a3308a50a,36,36,2025-01-13T14:00:00+00:00
34ca221f-4f76-40d7-8a11-8abfef40f150_DI_9c7c4b,34ca221f-4f76-40d7-8a11-8abfef40f150_D,91d3b2f0-b284-4511-8ee0-ae90b0b44be1,1c21be0f-7a41-4fd2-98f6-829a3308a50a,24,24,2025-01-13T14:00:00+00:00
34ca221f-4f76-40d7-8a11-8abfef40f150_DI_3baaec,34ca221f-4f76-40d7-8a11-8abfef40f150_D,5ee853ec-e9b6-41f6-8e55-d77149e43adf,1c21be0f-7a41-4fd2-98f6-829a3308a50a,46,42,2025-01-13T14:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_99c944,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,352f8f73-11b9-4609-938b-d40476801f11,78b74b5c-e459-4f23-b196-79e2b104375d,22,22,2025-10-13T11:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_69e1ee,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,6fc4886d-702d-4988-ae73-80bbf07b161d,78b74b5c-e459-4f23-b196-79e2b104375d,42,40,2025-10-13T11:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_4137d9,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,46183b5a-126d-479d-944a-ba5d36479762,78b74b5c-e459-4f23-b196-79e2b104375d,44,41,2025-10-13T11:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_3d49b9,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,0b4e4199-2fce-4b6d-8126-f4e8b0dacded,78b74b5c-e459-4f23-b196-79e2b104375d,31,31,2025-10-13T11:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_fbd448,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,dca58c61-fd77-4581-af13-17f1b912995b,78b74b5c-e459-4f23-b196-79e2b104375d,42,41,2025-10-13T11:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_4325cb,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,aa9c1b23-ca61-4699-9758-48d0f3bd22b2,78b74b5c-e459-4f23-b196-79e2b104375d,32,31,2025-10-13T11:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_0cb1f0,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,6b217f23-1208-478c-a5d9-e11bcda90e71,78b74b5c-e459-4f23-b196-79e2b104375d,48,48,2025-10-13T11:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_33c514,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,ce8a0508-16b2-4493-8e94-138c04efd1fc,78b74b5c-e459-4f23-b196-79e2b104375d,46,42,2025-10-13T11:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_d4cf02,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,0a163bfc-0bfc-4bd0-889d-1f72bc6c1c97,78b74b5c-e459-4f23-b196-79e2b104375d,16,15,2025-10-13T11:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_daf5d3,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,1fb2ad27-e866-4300-ad7e-96d6e311b754,78b74b5c-e459-4f23-b196-79e2b104375d,39,37,2025-10-13T11:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_99208b,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,cb278235-15c5-4197-a217-e2a38b449036,78b74b5c-e459-4f23-b196-79e2b104375d,44,44,2025-10-13T11:00:00+00:00
0d504fc2-a209-4eb6-b7f1-833f7de67943_DI_ab9f69,0d504fc2-a209-4eb6-b7f1-833f7de67943_D,4c0079bb-7646-4a8b-8399-9e2a4048889a,78b74b5c-e459-4f23-b196-79e2b104375d,12,8,2025-10-13T11:00:00+00:00
140193c6-8970-4d22-8d60-17b8158e0d78_DI_7282f3,140193c6-8970-4d22-8d60-17b8158e0d78_D,9f542d83-9504-4c55-a926-3b725429e2a9,68db2e0c-1613-41ae-a22c-4959cbb08fe6,48,45,2025-04-07T08:00:00+00:00
140193c6-8970-4d22-8d60-17b8158e0d78_DI_e5d9d4,140193c6-8970-4d22-8d60-17b8158e0d78_D,89d05927-a257-4ecf-84b4-8b6959f463dd,68db2e0c-1613-41ae-a22c-4959cbb08fe6,35,33,2025-04-07T08:00:00+00:00
140193c6-8970-4d22-8d60-17b8158e0d78_DI_eba402,140193c6-8970-4d22-8d60-17b8158e0d78_D,a31f6cb5-ece9-49a0-9189-90d8c65a6856,68db2e0c-1613-41ae-a22c-4959cbb08fe6,36,33,2025-04-07T08:00:00+00:00
140193c6-8970-4d22-8d60-17b8158e0d78_DI_3f9c79,140193c6-8970-4d22-8d60-17b8158e0d78_D,ef4bc190-8669-45db-92fb-3b082c14d2ac,68db2e0c-1613-41ae-a22c-4959cbb08fe6,23,19,2025-04-07T08:00:00+00:00
140193c6-8970-4d22-8d60-17b8158e0d78_DI_c06bba,140193c6-8970-4d22-8d60-17b8158e0d78_D,26680ed0-b5e2-4d57-9e4a-790d9c7ea28a,68db2e0c-1613-41ae-a22c-4959cbb08fe6,5,1,2025-04-07T08:00:00+00:00
54aa36c4-9aec-4590-8698-daf3cdadcc87_DI_a0f83e,54aa36c4-9aec-4590-8698-daf3cdadcc87_D,0cb000ff-0363-416a-98db-fd6219a79605,68db2e0c-1613-41ae-a22c-4959cbb08fe6,14,13,2025-06-13T08:00:00+00:00
54aa36c4-9aec-4590-8698-daf3cdadcc87_DI_88cd6d,54aa36c4-9aec-4590-8698-daf3cdadcc87_D,e9247ff6-ec11-4167-b876-18dbba8698ca,68db2e0c-1613-41ae-a22c-4959cbb08fe6,23,21,2025-06-13T08:00:00+00:00
54aa36c4-9aec-4590-8698-daf3cdadcc87_DI_5a3a71,54aa36c4-9aec-4590-8698-daf3cdadcc87_D,ef4bc190-8669-45db-92fb-3b082c14d2ac,68db2e0c-1613-41ae-a22c-4959cbb08fe6,43,41,2025-06-13T08:00:00+00:00
54aa36c4-9aec-4590-8698-daf3cdadcc87_DI_29fb9e,54aa36c4-9aec-4590-8698-daf3cdadcc87_D,becb92d0-0d20-44fa-8dff-f2b09da588d3,68db2e0c-1613-41ae-a22c-4959cbb08fe6,7,7,2025-06-13T08:00:00+00:00
54aa36c4-9aec-4590-8698-daf3cdadcc87_DI_fddb8c,54aa36c4-9aec-4590-8698-daf3cdadcc87_D,48acaf4a-0c5e-4060-a320-eb90a7fe58fc,68db2e0c-1613-41ae-a22c-4959cbb08fe6,45,42,2025-06-13T08:00:00+00:00
54aa36c4-9aec-4590-8698-daf3cdadcc87_DI_3c1c9c,54aa36c4-9aec-4590-8698-daf3cdadcc87_D,1e68263d-2d4d-46c9-a282-bce734faa17a,68db2e0c-1613-41ae-a22c-4959cbb08fe6,39,37,2025-06-13T08:00:00+00:00
54aa36c4-9aec-4590-8698-daf3cdadcc87_DI_0dd069,54aa36c4-9aec-4590-8698-daf3cdadcc87_D,9210fb0e-0bbb-4f58-adc2-dc04459a586c,68db2e0c-1613-41ae-a22c-4959cbb08fe6,49,48,2025-06-13T08:00:00+00:00
54aa36c4-9aec-4590-8698-daf3cdadcc87_DI_80b00c,54aa36c4-9aec-4590-8698-daf3cdadcc87_D,07807a9a-f9d7-4be0-a48b-bac6d54464cd,68db2e0c-1613-41ae-a22c-4959cbb08fe6,43,39,2025-06-13T08:00:00+00:00
22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_DI_ae047f,22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_D,6b02e88d-158e-407c-a3df-41cdbedcd1a0,1c21be0f-7a41-4fd2-98f6-829a3308a50a,21,17,2025-04-13T13:00:00+00:00
22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_DI_348c13,22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_D,be45d43c-1594-493b-a71d-a689f504f6b7,1c21be0f-7a41-4fd2-98f6-829a3308a50a,46,44,2025-04-13T13:00:00+00:00
22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_DI_31c269,22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_D,2a729b93-e29a-410b-ae7a-a91d1cf1bbfc,1c21be0f-7a41-4fd2-98f6-829a3308a50a,47,47,2025-04-13T13:00:00+00:00
22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_DI_0565a9,22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_D,f8f35d3c-27ff-4ea9-afe9-86792793e990,1c21be0f-7a41-4fd2-98f6-829a3308a50a,26,26,2025-04-13T13:00:00+00:00
22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_DI_768c4f,22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_D,31e18c32-5dfb-4461-b6ed-fdfb517faca4,1c21be0f-7a41-4fd2-98f6-829a3308a50a,39,35,2025-04-13T13:00:00+00:00
22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_DI_512192,22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_D,d703fef6-8273-4bb6-b438-0778309c6c73,1c21be0f-7a41-4fd2-98f6-829a3308a50a,11,8,2025-04-13T13:00:00+00:00
22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_DI_c57889,22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_D,db89dd81-f4a7-4d0f-ab76-48ca7e80b8e7,1c21be0f-7a41-4fd2-98f6-829a3308a50a,5,3,2025-04-13T13:00:00+00:00
22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_DI_95d16e,22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_D,0028ae4f-2908-4ca5-8b6b-74a7fee0c765,1c21be0f-7a41-4fd2-98f6-829a3308a50a,16,15,2025-04-13T13:00:00+00:00
22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_DI_2d79ec,22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_D,f3a6055e-9d88-4091-bb21-fe5548ac8692,1c21be0f-7a41-4fd2-98f6-829a3308a50a,17,15,2025-04-13T13:00:00+00:00
22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_DI_1be5d8,22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_D,9dc3c91a-72a2-47e9-a831-17aa469c5ab9,1c21be0f-7a41-4fd2-98f6-829a3308a50a,48,46,2025-04-13T13:00:00+00:00
22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_DI_5e3e6f,22ee017b-a5ea-4c36-83ef-5572a6a7e8bf_D,b7e9c49c-6216-4f27-a02b-7f4c95b8f237,1c21be0f-7a41-4fd2-98f6-829a3308a50a,36,32,2025-04-13T13:00:00+00:00
df168b83-87d5-4da8-bae7-ad1706daa3b7_DI_cd8bae,df168b83-87d5-4da8-bae7-ad1706daa3b7_D,07f11319-2e8e-403e-8cb5-f3ca86a534be,78b74b5c-e459-4f23-b196-79e2b104375d,5,4,2025-08-18T15:00:00+00:00
df168b83-87d5-4da8-bae7-ad1706daa3b7_DI_b2a9ea,df168b83-87d5-4da8-bae7-ad1706daa3b7_D,0bd33220-6ec5-4477-b2cf-413608b0ed3f,78b74b5c-e459-4f23-b196-79e2b104375d,31,31,2025-08-18T15:00:00+00:00
df168b83-87d5-4da8-bae7-ad1706daa3b7_DI_bce7de,df168b83-87d5-4da8-bae7-ad1706daa3b7_D,e28f85f0-ed6a-4e95-bfe2-d02a69531aa6,78b74b5c-e459-4f23-b196-79e2b104375d,26,24,2025-08-18T15:00:00+00:00
df168b83-87d5-4da8-bae7-ad1706daa3b7_DI_99665a,df168b83-87d5-4da8-bae7-ad1706daa3b7_D,0e85a13a-e0fa-4669-b7b8-bd5179a97085,78b74b5c-e459-4f23-b196-79e2b104375d,41,39,2025-08-18T15:00:00+00:00
df168b83-87d5-4da8-bae7-ad1706daa3b7_DI_865bd2,df168b83-87d5-4da8-bae7-ad1706daa3b7_D,bd3a0a92-d6b3-4d56-bd80-6180b51e6ada,78b74b5c-e459-4f23-b196-79e2b104375d,16,14,2025-08-18T15:00:00+00:00
df168b83-87d5-4da8-bae7-ad1706daa3b7_DI_3723ea,df168b83-87d5-4da8-bae7-ad1706daa3b7_D,9afcaedf-9140-4ae8-a2e7-0c438e6d84cc,78b74b5c-e459-4f23-b196-79e2b104375d,24,22,2025-08-18T15:00:00+00:00
df168b83-87d5-4da8-bae7-ad1706daa3b7_DI_22f050,df168b83-87d5-4da8-bae7-ad1706daa3b7_D,de5e2232-9d93-4073-b7b7-95ae0a7e66fd,78b74b5c-e459-4f23-b196-79e2b104375d,16,12,2025-08-18T15:00:00+00:00
df168b83-87d5-4da8-bae7-ad1706daa3b7_DI_4ab797,df168b83-87d5-4da8-bae7-ad1706daa3b7_D,0bc5b40a-81b3-467a-8ada-d3b3f52a031f,78b74b5c-e459-4f23-b196-79e2b104375d,36,32,2025-08-18T15:00:00+00:00
df168b83-87d5-4da8-bae7-ad1706daa3b7_DI_b948a6,df168b83-87d5-4da8-bae7-ad1706daa3b7_D,abe169a9-543d-43a9-9c8f-3e1f46eb2966,78b74b5c-e459-4f23-b196-79e2b104375d,39,39,2025-08-18T15:00:00+00:00
df168b83-87d5-4da8-bae7-ad1706daa3b7_DI_551bd9,df168b83-87d5-4da8-bae7-ad1706daa3b7_D,bb80415c-b7ad-4596-98ae-731cd88da6bc,78b74b5c-e459-4f23-b196-79e2b104375d,38,38,2025-08-18T15:00:00+00:00
e7836650-0bfc-472c-a59e-9c3be1077042_DI_25d16c,e7836650-0bfc-472c-a59e-9c3be1077042_D,abe169a9-543d-43a9-9c8f-3e1f46eb2966,78b74b5c-e459-4f23-b196-79e2b104375d,8,5,2025-04-11T15:00:00+00:00
e7836650-0bfc-472c-a59e-9c3be1077042_DI_171e57,e7836650-0bfc-472c-a59e-9c3be1077042_D,889550c8-dc0a-4736-b55b-ee5fd9a8b056,78b74b5c-e459-4f23-b196-79e2b104375d,45,44,2025-04-11T15:00:00+00:00
e7836650-0bfc-472c-a59e-9c3be1077042_DI_15bd1d,e7836650-0bfc-472c-a59e-9c3be1077042_D,f513e31e-492f-4509-8877-025d64f1ab85,78b74b5c-e459-4f23-b196-79e2b104375d,25,22,2025-04-11T15:00:00+00:00
e7836650-0bfc-472c-a59e-9c3be1077042_DI_a677f0,e7836650-0bfc-472c-a59e-9c3be1077042_D,1fb2ad27-e866-4300-ad7e-96d6e311b754,78b74b5c-e459-4f23-b196-79e2b104375d,17,17,2025-04-11T15:00:00+00:00
e7836650-0bfc-472c-a59e-9c3be1077042_DI_0e5c11,e7836650-0bfc-472c-a59e-9c3be1077042_D,95da0ddd-d6cd-40d6-bbca-368a38d66e43,78b74b5c-e459-4f23-b196-79e2b104375d,30,30,2025-04-11T15:00:00+00:00
13abde32-bc2f-48e6-a7aa-2eba69758557_DI_8a5700,13abde32-bc2f-48e6-a7aa-2eba69758557_D,b3740c43-6833-4291-a39a-92021889220b,1c21be0f-7a41-4fd2-98f6-829a3308a50a,44,44,2025-02-27T09:00:00+00:00
13abde32-bc2f-48e6-a7aa-2eba69758557_DI_fe07d5,13abde32-bc2f-48e6-a7aa-2eba69758557_D,b0681a76-0b53-49bb-9bac-a49f082b5d1d,1c21be0f-7a41-4fd2-98f6-829a3308a50a,34,32,2025-02-27T09:00:00+00:00
13abde32-bc2f-48e6-a7aa-2eba69758557_DI_b98afd,13abde32-bc2f-48e6-a7aa-2eba69758557_D,ba1feaaa-d43f-401b-b499-7e15f58a6590,1c21be0f-7a41-4fd2-98f6-829a3308a50a,33,30,2025-02-27T09:00:00+00:00
13abde32-bc2f-48e6-a7aa-2eba69758557_DI_25820f,13abde32-bc2f-48e6-a7aa-2eba69758557_D,a85ef763-10da-40a8-8847-b0c3982e5e2b,1c21be0f-7a41-4fd2-98f6-829a3308a50a,49,48,2025-02-27T09:00:00+00:00
13abde32-bc2f-48e6-a7aa-2eba69758557_DI_e971df,13abde32-bc2f-48e6-a7aa-2eba69758557_D,fc50b65d-3712-405d-873e-f5d7fc1482e4,1c21be0f-7a41-4fd2-98f6-829a3308a50a,40,38,2025-02-27T09:00:00+00:00
13abde32-bc2f-48e6-a7aa-2eba69758557_DI_4f643d,13abde32-bc2f-48e6-a7aa-2eba69758557_D,d703fef6-8273-4bb6-b438-0778309c6c73,1c21be0f-7a41-4fd2-98f6-829a3308a50a,34,30,2025-02-27T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_4cd361,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,fd65cb16-69f1-47ae-ae4a-2a611a2ce01b,78b74b5c-e459-4f23-b196-79e2b104375d,26,25,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_7fc317,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,78a37ddd-67dc-48dc-843e-30d4e334f23a,78b74b5c-e459-4f23-b196-79e2b104375d,8,6,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_dd8354,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,0c6fe6cb-8888-45c3-914c-4e647111f5b7,78b74b5c-e459-4f23-b196-79e2b104375d,47,45,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_6d9b52,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,64101875-70d1-4ae6-932b-9ba819c5369e,78b74b5c-e459-4f23-b196-79e2b104375d,7,4,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_51fd46,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,d23328b5-7a33-4cfb-b99c-9d1366e36e55,78b74b5c-e459-4f23-b196-79e2b104375d,35,32,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_33d4c0,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,25952bcf-df51-484e-8607-704b25d6456d,78b74b5c-e459-4f23-b196-79e2b104375d,48,47,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_952da9,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,0bd33220-6ec5-4477-b2cf-413608b0ed3f,78b74b5c-e459-4f23-b196-79e2b104375d,41,39,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_04c338,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,70e0f60d-2579-4c8b-9579-f21d313c0093,78b74b5c-e459-4f23-b196-79e2b104375d,22,20,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_9d92e1,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,b41d8f1f-305b-448d-bc87-42df056c4b6f,78b74b5c-e459-4f23-b196-79e2b104375d,39,35,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_9ed479,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,1c588867-9399-4f43-82dd-f914df63ec23,78b74b5c-e459-4f23-b196-79e2b104375d,41,38,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_e80a55,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,71a4bd1d-cc94-4a93-923d-575391bf1a5e,78b74b5c-e459-4f23-b196-79e2b104375d,10,10,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_3fa78a,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,84ed5041-0672-4bac-9183-c23dc63cbf60,78b74b5c-e459-4f23-b196-79e2b104375d,29,26,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_89e2bd,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,7285a5da-72ad-473f-9ef0-c493eb837e66,78b74b5c-e459-4f23-b196-79e2b104375d,42,40,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_618f4b,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,e845ac33-b971-45ea-b845-5439851d9a3f,78b74b5c-e459-4f23-b196-79e2b104375d,37,33,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_5e07f4,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,0131d173-3e82-4f08-8348-fdbbe2a45257,78b74b5c-e459-4f23-b196-79e2b104375d,46,43,2025-07-01T09:00:00+00:00
7ef0f12f-3995-4c7c-b87c-492e4e39161a_DI_27f6dc,7ef0f12f-3995-4c7c-b87c-492e4e39161a_D,5f89fb7f-9c12-4b04-a808-350782c2180e,78b74b5c-e459-4f23-b196-79e2b104375d,7,6,2025-07-01T09:00:00+00:00
01860314-3ee9-4fae-af36-d66627997507_DI_a5b7eb,01860314-3ee9-4fae-af36-d66627997507_D,682cb54a-79ba-493c-9aa9-0184ab5e8682,78b74b5c-e459-4f23-b196-79e2b104375d,31,30,2025-09-13T10:00:00+00:00
01860314-3ee9-4fae-af36-d66627997507_DI_22d4ce,01860314-3ee9-4fae-af36-d66627997507_D,7790eb96-9013-44c6-b653-3c6f4295f320,78b74b5c-e459-4f23-b196-79e2b104375d,26,22,2025-09-13T10:00:00+00:00
01860314-3ee9-4fae-af36-d66627997507_DI_6e3920,01860314-3ee9-4fae-af36-d66627997507_D,25952bcf-df51-484e-8607-704b25d6456d,78b74b5c-e459-4f23-b196-79e2b104375d,42,41,2025-09-13T10:00:00+00:00
01860314-3ee9-4fae-af36-d66627997507_DI_b5967f,01860314-3ee9-4fae-af36-d66627997507_D,6b217f23-1208-478c-a5d9-e11bcda90e71,78b74b5c-e459-4f23-b196-79e2b104375d,36,32,2025-09-13T10:00:00+00:00
01860314-3ee9-4fae-af36-d66627997507_DI_fb9ed0,01860314-3ee9-4fae-af36-d66627997507_D,8547414a-0bfd-4db1-a543-2f284069256f,78b74b5c-e459-4f23-b196-79e2b104375d,9,8,2025-09-13T10:00:00+00:00
01860314-3ee9-4fae-af36-d66627997507_DI_fa59fc,01860314-3ee9-4fae-af36-d66627997507_D,dca58c61-fd77-4581-af13-17f1b912995b,78b74b5c-e459-4f23-b196-79e2b104375d,34,30,2025-09-13T10:00:00+00:00
01860314-3ee9-4fae-af36-d66627997507_DI_d0adac,01860314-3ee9-4fae-af36-d66627997507_D,cf5ae23c-ff1b-42c5-9ce4-cd6fe64581d2,78b74b5c-e459-4f23-b196-79e2b104375d,48,45,2025-09-13T10:00:00+00:00
01860314-3ee9-4fae-af36-d66627997507_DI_685b27,01860314-3ee9-4fae-af36-d66627997507_D,bd3a0a92-d6b3-4d56-bd80-6180b51e6ada,78b74b5c-e459-4f23-b196-79e2b104375d,33,32,2025-09-13T10:00:00+00:00
b6d5ed05-fa37-4f68-a4dc-31795f97cdfa_DI_923855,b6d5ed05-fa37-4f68-a4dc-31795f97cdfa_D,1ee11679-3a4b-4791-a725-2eb340e87f2d,68db2e0c-1613-41ae-a22c-4959cbb08fe6,6,4,2025-08-15T17:00:00+00:00
