id,name,category,article,stock,min_stock,optimal_stock,current_zone,current_row,current_shelf,status,last_scanned_at,warehouse_id,created_at
26cdb546-c67f-4541-bed1-43b5727a7338,Synth Product 6,Grocery,ART-800544,250,25,523,15,10,4,ok,2025-11-10T14:11:00.610221+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-04-22T14:11:00.610221+00:00
68feb0ef-945b-4240-9baa-b8226683761e,Synth Product 7,Home,ART-769037,69,6,255,13,46,7,ok,2025-11-10T14:11:00.610384+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-05-29T14:11:00.610384+00:00
3cef50e4-1afa-47dc-a4f5-473dc9d309c2,Synth Product 8,Auto,ART-433413,234,23,365,2,24,8,ok,2025-11-10T14:11:00.610549+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-08-02T14:11:00.610549+00:00
8a971911-27e4-4fad-9a51-5f6905a36eab,Synth Product 9,Toys,ART-397176,108,10,329,5,28,7,ok,2025-11-10T14:11:00.610742+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-10-29T14:11:00.610742+00:00
b01f422b-66a2-43f4-9824-d64a70983508,Synth Product 10,Grocery,ART-730237,122,12,380,2,16,7,ok,2025-11-10T14:11:00.610950+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-12-08T14:11:00.610950+00:00
40de145b-1ad5-4574-aec4-4fcd83b39ce4,Synth Product 11,Tools,ART-908277,412,41,672,6,12,7,ok,2025-11-10T14:11:00.611130+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-02-18T14:11:00.611130+00:00
e4cc7b85-3362-41d3-b970-2b4e83592bf6,Synth Product 12,Beauty,ART-106626,424,42,523,16,39,8,ok,2025-11-10T14:11:00.611296+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-02-08T14:11:00.611296+00:00
5ee853ec-e9b6-41f6-8e55-d77149e43adf,Synth Product 13,Beauty,ART-600081,367,36,486,9,25,6,ok,2025-11-10T14:11:00.611448+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-09-28T14:11:00.611448+00:00
183ee63a-fb48-4732-b70f-7d4719bad2bf,Synth Product 14,Toys,ART-701561,160,16,238,13,24,8,ok,2025-11-10T14:11:00.611632+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-03-16T14:11:00.611632+00:00
a31f6cb5-ece9-49a0-9189-90d8c65a6856,Synth Product 15,Grocery,ART-608835,394,39,587,11,5,6,ok,2025-11-10T14:11:00.611910+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-12-21T14:11:00.611910+00:00
f08e48e4-c18b-488a-9e6a-c39f4c589b19,Synth Product 16,Tools,ART-493045,321,32,378,19,11,3,ok,2025-11-10T14:11:00.612119+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-05-13T14:11:00.612119+00:00
6064cce1-6f88-4b2d-a32b-021105254de0,Synth Product 17,Home,ART-839506,434,43,492,2,42,3,ok,2025-11-10T14:11:00.612287+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-11-06T14:11:00.612287+00:00
904194f2-b371-4255-bb7e-fa1ec9a44432,Synth Product 18,Electronics,ART-601328,245,24,460,10,39,9,ok,2025-11-10T14:11:00.612435+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-02-08T14:11:00.612435+00:00
6c941eb7-3a2b-4788-ac82-91c59b9951e7,Synth Product 19,Beauty,ART-389093,232,23,386,4,17,1,ok,2025-11-10T14:11:00.612601+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-09-02T14:11:00.612601+00:00
fa1b3b8c-7b6e-4f1b-84a4-ddc7e932e61c,Synth Product 20,Grocery,ART-515689,397,39,627,14,8,9,ok,2025-11-10T14:11:00.612757+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-04-09T14:11:00.612757+00:00
cd5dca0f-0617-4fa9-97e8-834311129671,Synth Product 21,Grocery,ART-546062,118,11,292,9,9,4,ok,2025-11-10T14:11:00.612992+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-07-15T14:11:00.612992+00:00
f333deab-3abb-418a-9b87-db800550171e,Synth Product 22,Grocery,ART-425630,357,35,564,19,5,4,ok,2025-11-10T14:11:00.613151+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-08-29T14:11:00.613151+00:00
e8714cb1-b271-4455-a593-0d70c80cdbb7,Synth Product 23,Auto,ART-545558,482,48,623,14,23,3,ok,2025-11-10T14:11:00.613328+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-01-02T14:11:00.613328+00:00
b59e0a51-296d-4251-b064-2bed24da9b81,Synth Product 24,Home,ART-745200,168,16,412,15,23,7,ok,2025-11-10T14:11:00.614113+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-07-03T14:11:00.614113+00:00
0162b6c4-8925-4838-a9ef-b07e1b10a855,Synth Product 25,Auto,ART-214819,93,9,254,9,35,2,ok,2025-11-10T14:11:00.614389+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-01-18T14:11:00.614389+00:00
0bf59f5f-cfc2-4d2c-989a-d04e0bfef889,Synth Product 26,Toys,ART-259095,413,41,607,9,42,1,ok,2025-11-10T14:11:00.614685+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-01-04T14:11:00.614685+00:00
d2851a1d-7d60-4e8f-9c00-5cebf58ad0e1,Synth Product 27,Toys,ART-377800,373,37,588,12,7,6,ok,2025-11-10T14:11:00.614984+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-09-06T14:11:00.614984+00:00
147ca40d-280c-48f4-bfce-0519693bbe15,Synth Product 28,Beauty,ART-474226,332,33,403,15,3,2,ok,2025-11-10T14:11:00.615179+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-04-12T14:11:00.615179+00:00
1e68263d-2d4d-46c9-a282-bce734faa17a,Synth Product 29,Home,ART-709931,198,19,413,2,9,6,ok,2025-11-10T14:11:00.615339+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-12-22T14:11:00.615339+00:00
1ab8d90f-774e-4d6a-b55b-11aa47b59c74,Synth Product 30,Auto,ART-622954,184,18,465,9,17,6,ok,2025-11-10T14:11:00.615543+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-03-07T14:11:00.615543+00:00
6a83cd6c-76ed-4375-97d8-e872d27d14f2,Synth Product 31,Auto,ART-476339,60,6,147,10,23,8,ok,2025-11-10T14:11:00.615759+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-09-17T14:11:00.615759+00:00
89d05927-a257-4ecf-84b4-8b6959f463dd,Synth Product 32,Grocery,ART-541635,174,17,345,9,46,2,ok,2025-11-10T14:11:00.615971+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-03-14T14:11:00.615971+00:00
9edbffd3-4dcc-43ea-9724-436974ea731d,Synth Product 33,Home,ART-958394,263,26,514,7,27,5,ok,2025-11-10T14:11:00.616153+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-12-01T14:11:00.616153+00:00
35f3e593-a4e5-4d83-a67d-ee1ec8c3692b,Synth Product 34,Tools,ART-843661,178,17,233,1,44,5,ok,2025-11-10T14:11:00.616320+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-08-21T14:11:00.616320+00:00
69313782-4603-4132-b928-75ffebb844b5,Synth Product 35,Electronics,ART-699389,299,29,427,13,6,3,ok,2025-11-10T14:11:00.616490+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-07-13T14:11:00.616490+00:00
2e0df7c2-a407-4345-a69f-2c50b425a6de,Synth Product 36,Auto,ART-791781,378,37,609,7,6,6,ok,2025-11-10T14:11:00.616691+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-11-07T14:11:00.616691+00:00
a9dd0c7c-0786-430c-9ec1-4042af5e1881,Synth Product 37,Electronics,ART-227135,153,15,262,11,27,4,ok,2025-11-10T14:11:00.616910+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-06-19T14:11:00.616910+00:00
e46a7122-811f-4e18-a4b1-0029c771f671,Synth Product 38,Auto,ART-385424,257,25,509,4,47,6,ok,2025-11-10T14:11:00.617079+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-06-26T14:11:00.617079+00:00
ae294700-1dcd-44e6-a9f8-921c0fc8b12e,Synth Product 39,Home,ART-992243,281,28,557,18,9,2,ok,2025-11-10T14:11:00.617231+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-03-28T14:11:00.617231+00:00
afda51cb-8b22-4a15-87b1-a03a2ee67218,Synth Product 40,Auto,ART-993137,184,18,342,3,44,1,ok,2025-11-10T14:11:00.617384+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-01-08T14:11:00.617384+00:00
810853e1-c00a-4c47-b2dd-98366f79e761,Synth Product 41,Auto,ART-204382,450,45,555,10,24,3,ok,2025-11-10T14:11:00.617590+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-10-03T14:11:00.617590+00:00
8446de4d-5579-4209-8b91-ab0b2dce26f1,Synth Product 42,Tools,ART-436291,201,20,416,17,5,7,ok,2025-11-10T14:11:00.618159+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-01-08T14:11:00.618159+00:00
e3b49350-42b6-4493-862a-b9111c6ea4ee,Synth Product 43,Auto,ART-952957,168,16,219,5,2,2,ok,2025-11-10T14:11:00.618509+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-09-16T14:11:00.618509+00:00
be0b2d5a-1b0d-428e-859c-fd440566aee3,Synth Product 44,Beauty,ART-261341,451,45,539,7,30,7,ok,2025-11-10T14:11:00.618718+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-11-22T14:11:00.618718+00:00
3e33b296-d970-4e55-bc94-db98a5929710,Synth Product 45,Tools,ART-998224,138,13,258,15,16,9,ok,2025-11-10T14:11:00.618992+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-04-10T14:11:00.618992+00:00
65332e25-8ba4-4322-93a9-5ef7d12acd0a,Synth Product 46,Auto,ART-112542,245,24,330,4,12,3,ok,2025-11-10T14:11:00.619156+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-08-24T14:11:00.619156+00:00
6558d090-a81e-4ab5-b76d-967a1c7b5a9a,Synth Product 47,Electronics,ART-366881,354,35,646,10,46,7,ok,2025-11-10T14:11:00.619347+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-01-01T14:11:00.619347+00:00
b6201989-bcf9-4dcb-9d63-801fa7d76a9c,Synth Product 48,Auto,ART-823711,237,23,336,1,36,1,ok,2025-11-10T14:11:00.619514+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-01-11T14:11:00.619514+00:00
7790eb96-9013-44c6-b653-3c6f4295f320,Synth Product 49,Electronics,ART-610553,108,10,266,18,4,4,ok,2025-11-10T14:11:00.619687+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-10-16T14:11:00.619687+00:00
07807a9a-f9d7-4be0-a48b-bac6d54464cd,Synth Product 50,Toys,ART-696577,109,10,281,6,47,5,ok,2025-11-10T14:11:00.619893+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-06-28T14:11:00.619893+00:00
5ba94983-2f40-4175-8fb2-e53927f6d930,Synth Product 51,Electronics,ART-637241,466,46,640,11,8,6,ok,2025-11-10T14:11:00.620074+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-12-04T14:11:00.620074+00:00
8fc8c091-77c6-4b90-8975-c78be9fabdc9,Synth Product 52,Beauty,ART-477202,375,37,460,1,48,2,ok,2025-11-10T14:11:00.620230+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-03-05T14:11:00.620230+00:00
becb92d0-0d20-44fa-8dff-f2b09da588d3,Synth Product 53,Beauty,ART-488871,469,46,703,9,32,8,ok,2025-11-10T14:11:00.620425+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-12-02T14:11:00.620425+00:00
8c9180c1-c8b2-4895-a507-79dfaf47c664,Synth Product 54,Tools,ART-846484,348,34,425,5,40,5,ok,2025-11-10T14:11:00.620589+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-07-17T14:11:00.620589+00:00
d483a528-e7ba-4e71-9e93-71a8c7be7750,Synth Product 55,Grocery,ART-939900,288,28,529,17,37,6,ok,2025-11-10T14:11:00.620739+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-06-26T14:11:00.620739+00:00
f8f35d3c-27ff-4ea9-afe9-86792793e990,Synth Product 56,Auto,ART-483293,103,10,246,3,32,9,ok,2025-11-10T14:11:00.620925+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-11-25T14:11:00.620925+00:00
dc0ffe43-3416-4aa8-8c5b-9a948ca88d9f,Synth Product 57,Home,ART-341822,254,25,436,5,49,7,ok,2025-11-10T14:11:00.621090+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-12-04T14:11:00.621090+00:00
2dd1776d-c020-4cbc-af7f-c2a0f581ba04,Synth Product 58,Auto,ART-159902,481,48,557,10,30,4,ok,2025-11-10T14:11:00.621243+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-08-18T14:11:00.621243+00:00
e94b48eb-c7b0-45ef-81d1-20f15129e80f,Synth Product 59,Tools,ART-931024,421,42,550,3,45,9,ok,2025-11-10T14:11:00.621408+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-03-04T14:11:00.621408+00:00
f3099315-7308-4139-9751-8fde82564f16,Synth Product 60,Grocery,ART-238251,120,12,241,9,6,5,ok,2025-11-10T14:11:00.621603+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-10-04T14:11:00.621603+00:00
c5e466b5-e8f8-4c82-aa27-17a821be4592,Synth Product 61,Home,ART-847893,74,7,172,2,22,6,ok,2025-11-10T14:11:00.621760+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-04-04T14:11:00.621760+00:00
a52d4765-a1ce-4170-a0aa-3e729c187f7e,Synth Product 62,Beauty,ART-386191,411,41,559,19,25,7,ok,2025-11-10T14:11:00.621912+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-11-22T14:11:00.621912+00:00
84ed5041-0672-4bac-9183-c23dc63cbf60,Synth Product 63,Electronics,ART-543774,433,43,617,4,44,3,ok,2025-11-10T14:11:00.622257+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-07-19T14:11:00.622257+00:00
f2190c3e-6b2f-4278-81ad-d6d4f6ad6622,Synth Product 64,Auto,ART-474635,339,33,531,6,3,1,ok,2025-11-10T14:11:00.622444+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-05-26T14:11:00.622444+00:00
02b6b9a4-4774-444f-a5e9-fea259d3aa4c,Synth Product 65,Electronics,ART-183988,285,28,558,16,6,1,ok,2025-11-10T14:11:00.622650+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-05-15T14:11:00.622650+00:00
64101875-70d1-4ae6-932b-9ba819c5369e,Synth Product 66,Beauty,ART-859216,360,36,434,16,45,3,ok,2025-11-10T14:11:00.655059+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-10-14T14:11:00.655059+00:00
69b0f3e1-c28d-4f11-b2f2-e3c5f66a05df,Synth Product 67,Beauty,ART-665036,410,41,604,13,31,8,ok,2025-11-10T14:11:00.655588+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-01-11T14:11:00.655588+00:00
2e704f18-3048-4dac-83c9-fa5b97e1f9b7,Synth Product 68,Tools,ART-562800,421,42,605,19,43,8,ok,2025-11-10T14:11:00.655840+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-04-23T14:11:00.655840+00:00
15d11f2b-9799-435b-948e-3c1e53dd1239,Synth Product 69,Grocery,ART-324818,223,22,444,6,3,2,ok,2025-11-10T14:11:00.656031+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-05-04T14:11:00.656031+00:00
8c139818-74b7-48bf-9425-43934c46db41,Synth Product 70,Grocery,ART-309312,124,12,278,7,19,5,ok,2025-11-10T14:11:00.656201+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-05-29T14:11:00.656201+00:00
dca58c61-fd77-4581-af13-17f1b912995b,Synth Product 71,Tools,ART-264624,197,19,355,14,12,3,ok,2025-11-10T14:11:00.656365+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-12-22T14:11:00.656365+00:00
320dd5e4-2b08-47e4-b185-556db773d844,Synth Product 72,Beauty,ART-532818,351,35,630,15,17,5,ok,2025-11-10T14:11:00.656530+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-03-27T14:11:00.656530+00:00
abe169a9-543d-43a9-9c8f-3e1f46eb2966,Synth Product 73,Grocery,ART-282120,431,43,603,16,28,5,ok,2025-11-10T14:11:00.656726+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-01-01T14:11:00.656726+00:00
2b9d07b5-3315-4a12-b7b8-d13bcb050417,Synth Product 74,Home,ART-761403,82,8,204,1,10,6,ok,2025-11-10T14:11:00.656932+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-01-27T14:11:00.656932+00:00
7a605845-064d-4e54-9b22-dc97be1c9998,Synth Product 75,Electronics,ART-957259,437,43,716,12,32,1,ok,2025-11-10T14:11:00.657098+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-02-23T14:11:00.657098+00:00
c1a771b7-bb05-45ab-9990-9999ea7b1829,Synth Product 76,Toys,ART-942344,311,31,382,14,7,9,ok,2025-11-10T14:11:00.657250+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-10-22T14:11:00.657250+00:00
31df2bbe-079a-4e80-8849-8f5d275fffe0,Synth Product 77,Grocery,ART-500667,410,41,561,15,49,8,ok,2025-11-10T14:11:00.657401+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-11-01T14:11:00.657401+00:00
02c779da-3d20-48ba-90d2-dbf882818381,Synth Product 78,Beauty,ART-631067,90,9,203,1,5,5,ok,2025-11-10T14:11:00.657553+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-02-26T14:11:00.657553+00:00
ab77344b-3544-4f08-aef2-e0f987bebca3,Synth Product 79,Toys,ART-107068,127,12,209,11,24,5,ok,2025-11-10T14:11:00.657724+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-02-02T14:11:00.657724+00:00
d77c0a04-fb39-4a4f-922a-772a43a3394f,Synth Product 80,Auto,ART-819319,377,37,617,10,25,3,ok,2025-11-10T14:11:00.657925+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-03-04T14:11:00.657925+00:00
1263bb17-d48c-4ab9-bb5f-e44aa9c91881,Synth Product 81,Electronics,ART-807359,469,46,730,3,36,1,ok,2025-11-10T14:11:00.658080+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-04-14T14:11:00.658080+00:00
bc1da95c-cc20-4ae4-b1fc-bbd2731336e0,Synth Product 82,Auto,ART-796888,377,37,531,4,33,7,ok,2025-11-10T14:11:00.658233+00:00,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-06-10T14:11:00.658233+00:00
bd3a0a92-d6b3-4d56-bd80-6180b51e6ada,Synth Product 83,Beauty,ART-671047,454,45,708,6,39,4,ok,2025-11-10T14:11:00.658384+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-03-29T14:11:00.658384+00:00
2ff5c8e9-2ae5-4110-8f88-98c7297a3f62,Synth Product 84,Auto,ART-233004,190,19,279,2,46,5,ok,2025-11-10T14:11:00.658533+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-05-02T14:11:00.658533+00:00
3099c7ae-3020-4237-8a3f-788b7ebc9130,Synth Product 85,Beauty,ART-258399,222,22,303,11,47,9,ok,2025-11-10T14:11:00.658680+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-05-31T14:11:00.658680+00:00
beddec1c-78b4-46b5-90dd-a1bf6a54c887,Synth Product 86,Electronics,ART-438723,325,32,494,13,49,1,ok,2025-11-10T14:11:00.658892+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-01-19T14:11:00.658892+00:00
de5e2232-9d93-4073-b7b7-95ae0a7e66fd,Synth Product 87,Electronics,ART-343870,478,47,633,17,44,6,ok,2025-11-10T14:11:00.659069+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-08-27T14:11:00.659069+00:00
edc7e1cc-2f14-4a58-ba22-7fa24e87d83c,Synth Product 88,Electronics,ART-717486,265,26,462,11,1,1,ok,2025-11-10T14:11:00.659232+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-04-26T14:11:00.659232+00:00
391deddf-c05b-4d1a-be6e-78560d438267,Synth Product 89,Tools,ART-971478,421,42,578,9,16,4,ok,2025-11-10T14:11:00.659385+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2025-10-07T14:11:00.659385+00:00
70906ee5-ffb5-435b-83d5-6d776aa584f3,Synth Product 90,Beauty,ART-803163,281,28,560,11,6,4,ok,2025-11-10T14:11:00.659545+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-10-08T14:11:00.659545+00:00
bc842646-4be9-4f06-ae9b-37a97eb3f7ab,Synth Product 91,Home,ART-800189,445,44,666,16,3,1,ok,2025-11-10T14:11:00.659709+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-02-07T14:11:00.659709+00:00
1ea8d728-b39e-407f-9a4d-2f72acdbb9a7,Synth Product 92,Electronics,ART-685111,60,6,276,12,5,7,ok,2025-11-10T14:11:00.659872+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-11-14T14:11:00.659872+00:00
3f2999df-1d5b-479e-81ff-74463fae770a,Synth Product 93,Home,ART-507962,63,6,174,3,42,7,ok,2025-11-10T14:11:00.660075+00:00,78b74b5c-e459-4f23-b196-79e2b104375d,2024-12-16T14:11:00.660075+00:00
39eb1bf2-0d11-4c76-9eaf-42715da142a8,Synth Product 94,Tools,ART-690641,56,5,333,18,2,1,ok,2025-11-10T14:11:00.660235+00:00,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-10-09T14:11:00.660235+00:00
