"id","shipment_id","product_id","warehouse_id","ordered_quantity","fact_quantity","created_at"
"aaac28d9-fec3-43db-9a09-1433152ee20d","14f78c14-08f5-4a6b-8b74-911f7103ec2b","d46a2f93-7b7b-4c07-841d-c693b27b6281","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:20:28.87067+00"
"f8d643f8-e333-42a5-abad-3aecbd1473b4","14f78c14-08f5-4a6b-8b74-911f7103ec2b","50d2595c-facf-4bfa-a1c3-bddb3abcdc09","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:20:28.87067+00"
"9a82cfbf-b005-447c-aa5f-7c1b11acf244","14f78c14-08f5-4a6b-8b74-911f7103ec2b","e9247ff6-ec11-4167-b876-18dbba8698ca","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:20:28.87067+00"
"18f9eae7-e324-4d37-8dd3-009833c3ad12","14f78c14-08f5-4a6b-8b74-911f7103ec2b","0cb000ff-0363-416a-98db-fd6219a79605","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:20:28.87067+00"
"33cac1fc-bde3-4850-8b1b-a6d712c22e0f","14f78c14-08f5-4a6b-8b74-911f7103ec2b","26c88f2f-d08b-425c-9158-fa618a9370c9","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:20:28.87067+00"
"c7fe4dda-8065-4ec9-817e-922588c4fa4b","14f78c14-08f5-4a6b-8b74-911f7103ec2b","4e5a9f30-f665-40a3-b15c-a6e9cf7250b6","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:20:28.87067+00"
"ce1a292d-529a-4b3c-b50a-ee6a8d11fbb9","14f78c14-08f5-4a6b-8b74-911f7103ec2b","1d542a0f-3efc-4023-b05a-97a1b23f98d5","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:20:28.87067+00"
"f2d8ff5c-fffa-48ca-b921-489ffe5e1885","14f78c14-08f5-4a6b-8b74-911f7103ec2b","e5157182-a738-4780-9219-15c4d2243fb1","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:20:28.87067+00"
"162badd2-939d-4b92-a9c4-7d81d5535f34","14f78c14-08f5-4a6b-8b74-911f7103ec2b","ef365d0c-803e-40be-921d-b22b54707e7d","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:20:28.87067+00"
"bf1d0fa0-7c78-4dbb-bbc4-1aef18d679dc","f3fd88c7-1906-446c-b56a-b14d6b4e4554","d46a2f93-7b7b-4c07-841d-c693b27b6281","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:30:48.961158+00"
"b6087323-1764-4ded-8cfa-018d0be8dbef","f3fd88c7-1906-446c-b56a-b14d6b4e4554","1d542a0f-3efc-4023-b05a-97a1b23f98d5","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:30:48.961158+00"
"08f78a06-3de8-4ca3-b18b-2a1dc3d55ba9","f3fd88c7-1906-446c-b56a-b14d6b4e4554","e5157182-a738-4780-9219-15c4d2243fb1","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:30:48.961158+00"
"9c8da24c-c8ce-4307-9f07-9ffe2800190f","f3fd88c7-1906-446c-b56a-b14d6b4e4554","e9247ff6-ec11-4167-b876-18dbba8698ca","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:30:48.961158+00"
"09339fb8-07de-467a-b810-535217fde405","f3fd88c7-1906-446c-b56a-b14d6b4e4554","ef365d0c-803e-40be-921d-b22b54707e7d","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:30:48.961158+00"
"5b49f453-890d-4332-9b44-f56218c0fb50","f3fd88c7-1906-446c-b56a-b14d6b4e4554","0cb000ff-0363-416a-98db-fd6219a79605","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:30:48.961158+00"
"fd5baa05-ace2-4fb4-95d6-952947a2ab50","f3fd88c7-1906-446c-b56a-b14d6b4e4554","26c88f2f-d08b-425c-9158-fa618a9370c9","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:30:48.961158+00"
"882f8636-2d34-488d-8c52-6a8496268662","f3fd88c7-1906-446c-b56a-b14d6b4e4554","4e5a9f30-f665-40a3-b15c-a6e9cf7250b6","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:30:48.961158+00"
"ec201d97-4bea-4b15-bf03-e0aebdddf045","f3fd88c7-1906-446c-b56a-b14d6b4e4554","50d2595c-facf-4bfa-a1c3-bddb3abcdc09","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:30:48.961158+00"
"cd412264-ef3a-4532-88dc-87f654c85b34","86700f55-9de5-4037-9304-6f579482d098","1d542a0f-3efc-4023-b05a-97a1b23f98d5","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:40:30.628998+00"
"14f14673-96e2-4c80-bc4f-37d224ffe3d8","86700f55-9de5-4037-9304-6f579482d098","26c88f2f-d08b-425c-9158-fa618a9370c9","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:40:30.628998+00"
"39894cd2-8918-4925-be34-78d1720797ff","86700f55-9de5-4037-9304-6f579482d098","0cb000ff-0363-416a-98db-fd6219a79605","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:40:30.628998+00"
"2ed3ba1a-4ecf-4c98-b44d-aa78772a81c5","86700f55-9de5-4037-9304-6f579482d098","4e5a9f30-f665-40a3-b15c-a6e9cf7250b6","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:40:30.628998+00"
"14a792bd-bfa0-4e04-80a7-0e59a363e9ad","86700f55-9de5-4037-9304-6f579482d098","50d2595c-facf-4bfa-a1c3-bddb3abcdc09","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:40:30.628998+00"
"7ee5bfdd-1871-44a4-a212-b2aa003eab53","86700f55-9de5-4037-9304-6f579482d098","ef365d0c-803e-40be-921d-b22b54707e7d","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:40:30.628998+00"
"b36b2148-b64b-42dd-af73-3198c819bbca","86700f55-9de5-4037-9304-6f579482d098","d46a2f93-7b7b-4c07-841d-c693b27b6281","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:40:30.628998+00"
"5ecbcc61-9c9c-4c56-82b7-0e5ae2b2cfeb","86700f55-9de5-4037-9304-6f579482d098","e5157182-a738-4780-9219-15c4d2243fb1","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:40:30.628998+00"
"4192e386-3449-47ab-aebb-2bf83d51a18c","86700f55-9de5-4037-9304-6f579482d098","e9247ff6-ec11-4167-b876-18dbba8698ca","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:40:30.628998+00"
"8ba4c7ea-5874-46a3-9747-c35b9203d1cd","8830f334-c863-4035-a2d1-720641fc85fe","1fb2ad27-e866-4300-ad7e-96d6e311b754","78b74b5c-e459-4f23-b196-79e2b104375d",1,0,"2025-11-05 02:51:24.100765+00"
"c8fc54b7-fd2b-458c-b848-46f2561852db","8830f334-c863-4035-a2d1-720641fc85fe","1d542a0f-3efc-4023-b05a-97a1b23f98d5","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:51:24.100765+00"
"8313835e-1db3-445b-b933-f7d950c8a432","8830f334-c863-4035-a2d1-720641fc85fe","0cb000ff-0363-416a-98db-fd6219a79605","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:51:24.100765+00"
"db945237-3c6c-4ab1-b755-a6fb578a1200","8830f334-c863-4035-a2d1-720641fc85fe","26c88f2f-d08b-425c-9158-fa618a9370c9","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:51:24.100765+00"
"1fb9f238-a134-45f1-9b49-e33fa22bc901","8830f334-c863-4035-a2d1-720641fc85fe","50d2595c-facf-4bfa-a1c3-bddb3abcdc09","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:51:24.100765+00"
"f4d7ce1f-ac28-44ed-815a-75ac74d69f2e","8830f334-c863-4035-a2d1-720641fc85fe","4e5a9f30-f665-40a3-b15c-a6e9cf7250b6","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:51:24.100765+00"
"8eb98c49-8993-4200-a8e7-5b429a69d28f","8830f334-c863-4035-a2d1-720641fc85fe","ef365d0c-803e-40be-921d-b22b54707e7d","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:51:24.100765+00"
"b1561ba8-3a55-4d74-8b0d-48920d272971","8830f334-c863-4035-a2d1-720641fc85fe","d46a2f93-7b7b-4c07-841d-c693b27b6281","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:51:24.100765+00"
"643ef241-e1d3-48c2-8fca-ea8b9f7b73dc","8830f334-c863-4035-a2d1-720641fc85fe","e5157182-a738-4780-9219-15c4d2243fb1","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:51:24.100765+00"
"f950d2bb-5cc3-40aa-b2b1-03c35ef2d67c","8830f334-c863-4035-a2d1-720641fc85fe","e9247ff6-ec11-4167-b876-18dbba8698ca","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 02:51:24.100765+00"
"cfe80823-7309-437a-9567-791cdeaba082","01bea201-f99d-4c5a-9937-ba2163e1741e","1fb2ad27-e866-4300-ad7e-96d6e311b754","78b74b5c-e459-4f23-b196-79e2b104375d",1,0,"2025-11-05 03:00:17.011315+00"
"443b1ae3-a494-4245-8ab3-af03e6046c20","01bea201-f99d-4c5a-9937-ba2163e1741e","ef365d0c-803e-40be-921d-b22b54707e7d","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 03:00:17.011315+00"
"26c0f6b8-33c6-4ff4-881f-27e13bfce0a4","01bea201-f99d-4c5a-9937-ba2163e1741e","e5157182-a738-4780-9219-15c4d2243fb1","68db2e0c-1613-41ae-a22c-4959cbb08fe6",1,0,"2025-11-05 03:00:17.011315+00"
