id,name,warehouse_id,scheduled_at,shipped_at,quantity,status,customer,notes,created_at
b0ebf8b6-cbec-48bb-839c-ba2d43b1303a,Auto shipment 2025-11-05T09:10,,2025-11-05 09:10:13.226715+00,,10,scheduled,,Generated by scheduler,2025-11-05 09:10:13.244287+00
0fc56191-d692-46f0-8de5-73a4b43c9f5b,Auto shipment 2025-11-05T09:20,,2025-11-05 09:20:35.193272+00,,10,scheduled,,Generated by scheduler,2025-11-05 09:20:35.210334+00
ff735ba7-255b-4db7-817d-ba21962b480a,Auto shipment 2025-11-05T09:30,,2025-11-05 09:30:01.354853+00,,10,scheduled,,Generated by scheduler,2025-11-05 09:30:01.371472+00
917f0437-07b4-47a0-bb73-41c3502e2128,Auto shipment 2025-11-05T09:40,,2025-11-05 09:40:29.157677+00,,10,scheduled,,Generated by scheduler,2025-11-05 09:40:29.17755+00
6545c10e-e35e-4878-9874-e531d378196f,Auto shipment 2025-11-05T09:50,,2025-11-05 09:50:01.420906+00,,10,scheduled,,Generated by scheduler,2025-11-05 09:50:01.450741+00
bbc8da6f-ef9c-4c0b-96c1-28791f41e29c,Auto shipment 2025-11-05T10:00,,2025-11-05 10:00:17.996282+00,,10,scheduled,,Generated by scheduler,2025-11-05 10:00:18.012665+00
8962be1f-ea0a-4da9-8914-bc732e4d8b91,Auto shipment 2025-11-05T10:10,,2025-11-05 10:14:00.600998+00,,10,scheduled,,Generated by scheduler,2025-11-05 10:14:00.623533+00
2985559b-73a4-48ad-abc2-c1d24855f94e,Auto shipment 1,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-06-20T00:00:00+00:00,2025-06-20T14:54:00+00:00,256,shipped,CUST-2215,synthetic,2025-06-19T00:00:00+00:00
a4e5a478-4899-4c43-9b2a-9b5e703559a5,Auto shipment 2,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-10-15T00:00:00+00:00,2025-10-19T03:23:00+00:00,165,shipped,CUST-6639,synthetic,2025-10-18T00:00:00+00:00
43e7c9a1-2ef6-4685-9162-38309f19edbe,Auto shipment 3,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-05-28T00:00:00+00:00,2025-05-28T12:10:00+00:00,333,shipped,CUST-5549,synthetic,2025-05-27T00:00:00+00:00
6d06f7f6-f83f-4bda-b01e-4635b4f398cf,Auto shipment 4,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-12-13T00:00:00+00:00,2024-12-17T10:36:00+00:00,359,shipped,CUST-6430,synthetic,2024-12-16T00:00:00+00:00
ad1cedc5-49cd-4d90-96fd-9fc6e996515a,Auto shipment 5,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-09-13T00:00:00+00:00,2025-09-13T10:47:00+00:00,198,shipped,CUST-9575,synthetic,2025-09-12T00:00:00+00:00
849d502e-8a6a-40ec-97de-08766c894f05,Auto shipment 6,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-11-14T00:00:00+00:00,2024-11-18T13:14:00+00:00,396,shipped,CUST-7873,synthetic,2024-11-17T00:00:00+00:00
a3be4c90-9282-431d-a6f8-205ea84e4c5f,Auto shipment 7,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-02-13T00:00:00+00:00,2025-02-14T00:55:00+00:00,450,shipped,CUST-1974,synthetic,2025-02-13T00:00:00+00:00
94397b73-4897-43b8-a839-51d318bf63fd,Auto shipment 8,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-01-10T00:00:00+00:00,2025-01-11T18:17:00+00:00,266,shipped,CUST-6256,synthetic,2025-01-10T00:00:00+00:00
02e94aff-c24d-4eaa-989a-62ab9d0a346f,Auto shipment 9,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-07-22T00:00:00+00:00,2025-07-25T01:34:00+00:00,130,shipped,CUST-1348,synthetic,2025-07-24T00:00:00+00:00
e6b5b207-a538-4025-a99d-4663ebbefe9e,Auto shipment 10,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-05-19T00:00:00+00:00,2025-05-19T20:53:00+00:00,200,shipped,CUST-8142,synthetic,2025-05-18T00:00:00+00:00
b1c0e74a-bcf9-4453-852d-d3e84c3cae90,Auto shipment 11,78b74b5c-e459-4f23-b196-79e2b104375d,2024-11-07T00:00:00+00:00,2024-11-11T16:58:00+00:00,192,shipped,CUST-9538,synthetic,2024-11-10T00:00:00+00:00
277518d7-af20-4a0d-a4d1-afc60872d321,Auto shipment 12,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-12-04T00:00:00+00:00,2024-12-05T03:41:00+00:00,269,shipped,CUST-1622,synthetic,2024-12-04T00:00:00+00:00
46e02f5f-62f7-440d-9f80-302fb9af38d1,Auto shipment 13,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-06-15T00:00:00+00:00,2025-06-15T22:57:00+00:00,244,shipped,CUST-3318,synthetic,2025-06-14T00:00:00+00:00
876c44c9-3a4a-4368-ba02-039d2a04d11e,Auto shipment 14,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-01-07T00:00:00+00:00,2025-01-07T04:40:00+00:00,236,shipped,CUST-5854,synthetic,2025-01-06T00:00:00+00:00
6d503612-02b4-4766-8329-05e07ca82a12,Auto shipment 15,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-08-30T00:00:00+00:00,2025-09-03T08:49:00+00:00,373,shipped,CUST-7951,synthetic,2025-09-02T00:00:00+00:00
a8f7ae54-2883-4971-a39a-c56b0a53a9d8,Auto shipment 16,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-07-16T00:00:00+00:00,2025-07-20T00:14:00+00:00,180,shipped,CUST-3361,synthetic,2025-07-19T00:00:00+00:00
50213d2c-4396-44ed-be09-56bf70a4a521,Auto shipment 17,78b74b5c-e459-4f23-b196-79e2b104375d,2025-07-02T00:00:00+00:00,2025-07-06T02:48:00+00:00,332,shipped,CUST-3658,synthetic,2025-07-05T00:00:00+00:00
466eac42-41cb-48f2-b4c4-9cce35f4345f,Auto shipment 18,78b74b5c-e459-4f23-b196-79e2b104375d,2025-01-30T00:00:00+00:00,2025-01-31T19:40:00+00:00,418,shipped,CUST-4568,synthetic,2025-01-30T00:00:00+00:00
bb16c7b1-8b88-496b-b55c-1c307ac845d9,Auto shipment 19,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-07-25T00:00:00+00:00,2025-07-25T13:58:00+00:00,172,shipped,CUST-1837,synthetic,2025-07-24T00:00:00+00:00
a4ed7fb9-bcfd-43a4-99d9-0e2e7f5bdef3,Auto shipment 20,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-12-27T00:00:00+00:00,2024-12-29T02:46:00+00:00,133,shipped,CUST-1929,synthetic,2024-12-28T00:00:00+00:00
4c3d045c-7f91-4b25-8077-d2c5861afb1a,Auto shipment 21,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-03-08T00:00:00+00:00,2025-03-10T16:47:00+00:00,411,shipped,CUST-2654,synthetic,2025-03-09T00:00:00+00:00
3828881b-59c8-4561-a54b-e044a1b80cec,Auto shipment 22,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-01-27T00:00:00+00:00,2025-01-29T00:29:00+00:00,240,shipped,CUST-9471,synthetic,2025-01-28T00:00:00+00:00
93acb2fa-e97f-4332-9929-1c35788b3fc3,Auto shipment 23,78b74b5c-e459-4f23-b196-79e2b104375d,2025-05-31T00:00:00+00:00,2025-06-03T20:54:00+00:00,437,shipped,CUST-7000,synthetic,2025-06-02T00:00:00+00:00
0826d880-e6dd-4126-a68b-23bd79760ae6,Auto shipment 24,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-08-09T00:00:00+00:00,2025-08-09T01:23:00+00:00,323,shipped,CUST-7968,synthetic,2025-08-08T00:00:00+00:00
c4aff0ce-255c-46c7-96af-660f57176c44,Auto shipment 25,78b74b5c-e459-4f23-b196-79e2b104375d,2025-04-05T00:00:00+00:00,2025-04-08T04:08:00+00:00,131,shipped,CUST-7583,synthetic,2025-04-07T00:00:00+00:00
0db575e3-cf76-4537-af08-428493305ef2,Auto shipment 26,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-10-28T00:00:00+00:00,2025-10-28T10:53:00+00:00,220,shipped,CUST-1427,synthetic,2025-10-27T00:00:00+00:00
ab1b6f5a-815c-4071-9158-aeb4516244a7,Auto shipment 27,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-12-12T00:00:00+00:00,2024-12-15T00:16:00+00:00,244,shipped,CUST-7491,synthetic,2024-12-14T00:00:00+00:00
27a24e9c-c4e1-4098-b550-e652b70f623f,Auto shipment 28,78b74b5c-e459-4f23-b196-79e2b104375d,2024-12-05T00:00:00+00:00,2024-12-09T16:08:00+00:00,204,shipped,CUST-8775,synthetic,2024-12-08T00:00:00+00:00
3be32e44-17dc-4d54-9fe0-13cf69aec38f,Auto shipment 29,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-03-16T00:00:00+00:00,2025-03-19T00:48:00+00:00,122,shipped,CUST-3525,synthetic,2025-03-18T00:00:00+00:00
00eb484b-ae46-4d30-a686-b6987d447838,Auto shipment 30,78b74b5c-e459-4f23-b196-79e2b104375d,2025-02-27T00:00:00+00:00,2025-02-27T02:52:00+00:00,193,shipped,CUST-6005,synthetic,2025-02-26T00:00:00+00:00
ecfb6e17-b067-4442-8afb-fa3622fc5026,Auto shipment 31,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-01-14T00:00:00+00:00,2025-01-18T14:01:00+00:00,159,shipped,CUST-6655,synthetic,2025-01-17T00:00:00+00:00
62a87ec4-d24b-4c98-a686-69ca21dd7051,Auto shipment 32,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2024-12-03T00:00:00+00:00,2024-12-03T16:51:00+00:00,140,shipped,CUST-1915,synthetic,2024-12-02T00:00:00+00:00
9e82a3e7-ef61-45ce-ba50-738c1ee97ed7,Auto shipment 33,78b74b5c-e459-4f23-b196-79e2b104375d,2025-05-10T00:00:00+00:00,2025-05-12T15:48:00+00:00,130,shipped,CUST-8158,synthetic,2025-05-11T00:00:00+00:00
30313a83-6ed4-4866-a39a-c0b0c5ca2aa4,Auto shipment 34,78b74b5c-e459-4f23-b196-79e2b104375d,2025-04-10T00:00:00+00:00,2025-04-13T00:38:00+00:00,298,shipped,CUST-9237,synthetic,2025-04-12T00:00:00+00:00
3234afcd-8713-47fb-a899-6c14f56b5a28,Auto shipment 35,78b74b5c-e459-4f23-b196-79e2b104375d,2025-06-03T00:00:00+00:00,2025-06-03T12:53:00+00:00,219,shipped,CUST-9860,synthetic,2025-06-02T00:00:00+00:00
9ff237a9-8927-43d7-9f47-0ed41def26cb,Auto shipment 36,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-06-02T00:00:00+00:00,2025-06-03T10:20:00+00:00,147,shipped,CUST-7346,synthetic,2025-06-02T00:00:00+00:00
68bed963-1193-4ec1-a210-f593ade04b9a,Auto shipment 37,78b74b5c-e459-4f23-b196-79e2b104375d,2025-05-08T00:00:00+00:00,2025-05-10T18:36:00+00:00,247,shipped,CUST-7131,synthetic,2025-05-09T00:00:00+00:00
a4364d97-0073-4c22-aa8b-8e562a3e7899,Auto shipment 38,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-10-11T00:00:00+00:00,2025-10-13T14:25:00+00:00,269,shipped,CUST-5628,synthetic,2025-10-12T00:00:00+00:00
b90fcf2b-c25b-49f7-870e-ea24ae0b4008,Auto shipment 39,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-06-22T00:00:00+00:00,2025-06-22T20:54:00+00:00,346,shipped,CUST-6422,synthetic,2025-06-21T00:00:00+00:00
4baee0c9-a954-4927-a2f2-3776fdbdfa20,Auto shipment 40,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-06-04T00:00:00+00:00,2025-06-08T08:49:00+00:00,407,shipped,CUST-6496,synthetic,2025-06-07T00:00:00+00:00
a88a4a1b-50b7-422c-a0b7-a6081ac67bd5,Auto shipment 41,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-02-09T00:00:00+00:00,2025-02-11T16:56:00+00:00,319,shipped,CUST-8161,synthetic,2025-02-10T00:00:00+00:00
d84e3a5d-366c-4306-a86e-7e7aa7e51f44,Auto shipment 42,78b74b5c-e459-4f23-b196-79e2b104375d,2025-06-24T00:00:00+00:00,2025-06-27T21:15:00+00:00,385,shipped,CUST-8182,synthetic,2025-06-26T00:00:00+00:00
f6064188-63f6-4460-9d21-b0c8a066bc2e,Auto shipment 43,78b74b5c-e459-4f23-b196-79e2b104375d,2025-10-13T00:00:00+00:00,2025-10-15T05:30:00+00:00,376,shipped,CUST-2281,synthetic,2025-10-14T00:00:00+00:00
6b487267-3775-4199-b100-56359fdf0de4,Auto shipment 44,78b74b5c-e459-4f23-b196-79e2b104375d,2025-02-13T00:00:00+00:00,2025-02-17T07:19:00+00:00,286,shipped,CUST-1813,synthetic,2025-02-16T00:00:00+00:00
20682fdd-5473-4e90-8bbd-ffe389740667,Auto shipment 45,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-10-13T00:00:00+00:00,2025-10-15T00:25:00+00:00,218,shipped,CUST-6085,synthetic,2025-10-14T00:00:00+00:00
7c8e8400-f0b7-47e2-ad9e-7060ad4e08d3,Auto shipment 46,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-07-27T00:00:00+00:00,2025-07-29T21:10:00+00:00,200,shipped,CUST-7020,synthetic,2025-07-28T00:00:00+00:00
8d083b16-facc-4b2d-9ea5-a6eccbb3ee53,Auto shipment 47,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-08-03T00:00:00+00:00,2025-08-03T07:27:00+00:00,336,shipped,CUST-5860,synthetic,2025-08-02T00:00:00+00:00
3db30428-c644-46fd-b9ea-570bea1e405e,Auto shipment 48,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-01-21T00:00:00+00:00,2025-01-24T12:37:00+00:00,328,shipped,CUST-3521,synthetic,2025-01-23T00:00:00+00:00
cc424ee2-1b61-4510-bc7f-8ccc6288a440,Auto shipment 49,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-06-05T00:00:00+00:00,2025-06-05T04:04:00+00:00,235,shipped,CUST-7110,synthetic,2025-06-04T00:00:00+00:00
d71ee721-00e9-4f51-a005-35cf2778d38a,Auto shipment 50,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-04-26T00:00:00+00:00,2025-04-28T21:54:00+00:00,279,shipped,CUST-3510,synthetic,2025-04-27T00:00:00+00:00
89847952-abff-4a6e-a075-109969bb27a8,Auto shipment 51,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2024-11-09T00:00:00+00:00,2024-11-11T14:26:00+00:00,469,shipped,CUST-9411,synthetic,2024-11-10T00:00:00+00:00
9796271a-7da5-4a6c-b2aa-ddb191ce1fc2,Auto shipment 52,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-01-01T00:00:00+00:00,2025-01-05T16:08:00+00:00,304,shipped,CUST-6237,synthetic,2025-01-04T00:00:00+00:00
14a719ee-3eac-406c-a872-d381cd8add10,Auto shipment 53,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-09-23T00:00:00+00:00,2025-09-26T20:33:00+00:00,499,shipped,CUST-1986,synthetic,2025-09-25T00:00:00+00:00
213e2067-ebec-400f-8374-144208579949,Auto shipment 54,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-04-06T00:00:00+00:00,2025-04-10T17:54:00+00:00,227,shipped,CUST-8654,synthetic,2025-04-09T00:00:00+00:00
50946fb0-8fd7-47b9-a3f4-a4e2544b0870,Auto shipment 55,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-05-27T00:00:00+00:00,2025-05-31T13:29:00+00:00,131,shipped,CUST-3730,synthetic,2025-05-30T00:00:00+00:00
719eb12d-a8d0-4447-bc8a-9df8e37d7123,Auto shipment 56,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-10-28T00:00:00+00:00,2025-11-01T09:12:00+00:00,459,shipped,CUST-2636,synthetic,2025-10-31T00:00:00+00:00
13010d9a-ec98-4b4b-8839-782b3a7b321c,Auto shipment 57,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-07-05T00:00:00+00:00,2025-07-08T03:02:00+00:00,263,shipped,CUST-2002,synthetic,2025-07-07T00:00:00+00:00
0079f5db-07b6-4f08-b2bc-f4893060101e,Auto shipment 58,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-05-24T00:00:00+00:00,2025-05-27T06:57:00+00:00,403,shipped,CUST-6511,synthetic,2025-05-26T00:00:00+00:00
e2e2bf58-4030-40f8-863a-d8d569138b1d,Auto shipment 59,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-05-04T00:00:00+00:00,2025-05-08T00:44:00+00:00,416,shipped,CUST-3467,synthetic,2025-05-07T00:00:00+00:00
2309fad7-1fe7-4917-a1d6-b2f2530546c2,Auto shipment 60,78b74b5c-e459-4f23-b196-79e2b104375d,2025-06-28T00:00:00+00:00,2025-06-29T09:31:00+00:00,322,shipped,CUST-3200,synthetic,2025-06-28T00:00:00+00:00
5832d7c4-971b-4309-9c7d-0a138dea606b,Auto shipment 61,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-05-02T00:00:00+00:00,2025-05-02T07:50:00+00:00,313,shipped,CUST-2944,synthetic,2025-05-01T00:00:00+00:00
df029937-7b0f-493a-8c13-53292fa9f8d6,Auto shipment 62,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-01-17T00:00:00+00:00,2025-01-18T21:14:00+00:00,289,shipped,CUST-1927,synthetic,2025-01-17T00:00:00+00:00
730d522c-b2d8-420e-b732-d66b129d32ff,Auto shipment 63,1c21be0f-7a41-4fd2-98f6-829a3308a50a,2025-09-24T00:00:00+00:00,2025-09-28T17:07:00+00:00,189,shipped,CUST-3166,synthetic,2025-09-27T00:00:00+00:00
eb17f1be-fe2c-4f3c-915a-cf15e0ca316b,Auto shipment 64,78b74b5c-e459-4f23-b196-79e2b104375d,2025-05-11T00:00:00+00:00,2025-05-13T22:36:00+00:00,287,shipped,CUST-3009,synthetic,2025-05-12T00:00:00+00:00
1ccd3cfa-bbcb-49ba-ac54-a06b3fd3a3c0,Auto shipment 65,78b74b5c-e459-4f23-b196-79e2b104375d,2025-06-23T00:00:00+00:00,2025-06-25T07:06:00+00:00,179,shipped,CUST-4884,synthetic,2025-06-24T00:00:00+00:00
480b1630-9adf-413a-9b7c-de0a6e717fe7,Auto shipment 66,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-02-24T00:00:00+00:00,2025-02-28T22:28:00+00:00,307,shipped,CUST-9454,synthetic,2025-02-27T00:00:00+00:00
1b4443c0-498a-4159-a217-63caf985abaa,Auto shipment 67,68db2e0c-1613-41ae-a22c-4959cbb08fe6,2025-10-24T00:00:00+00:00,2025-10-27T20:18:00+00:00,348,shipped,CUST-4642,synthetic,2025-10-26T00:00:00+00:00
